988.543	4240.58
986.95	4207.62
985.357	4404.1
983.763	4357.34
982.169	4376.47
980.574	4425.39
978.979	4466.44
977.383	4372.74
975.787	4348.02
974.19	4498.68
972.593	4575.7
970.996	4488.35
969.398	4607.58
967.8	4501.51
966.201	4589.41
964.602	4555.33
963.002	4716.62
961.402	4643.47
959.801	4542.25
958.2	4784.64
956.599	4797.41
954.997	4761.8
953.395	4804.22
951.792	4799.84
950.189	4881.23
948.586	4869.04
946.982	4937.91
945.377	4916.37
943.773	4999.22
942.168	5069.58
940.562	5010.67
938.956	5080.99
937.35	5188.64
935.743	5202.88
934.136	5240.46
932.528	5231.36
930.92	5290.69
929.312	5385.74
927.703	5323.79
926.094	5359.76
924.484	5363.1
922.874	5436.32
921.263	5546.76
919.653	5587.31
918.042	5637.16
916.43	5621.83
914.818	5497.96
913.206	5727.66
911.593	5682.89
909.98	5659.84
908.366	5683.28
906.752	5801.21
905.138	5789
903.523	5902.22
901.908	5990.62
900.293	5815.89
898.677	5961.52
897.061	5919.92
895.445	6141.25
893.828	6043.98
892.21	6054.95
890.593	6192.66
888.975	6174.25
887.356	6140.41
885.738	6165.27
884.119	6262.7
882.499	6298.34
880.879	6303.1
879.259	6423.59
877.638	6431.41
876.018	6429.98
874.396	6482.52
872.775	6516.55
871.153	6550.56
869.53	6647.75
867.908	6684.81
866.284	6752.66
864.661	6664.95
863.037	6641.95
861.413	6814.45
859.789	6877.61
858.164	6773.05
856.539	6810.05
854.913	6850.11
853.287	6890.17
851.661	6902.54
850.035	7036.32
848.408	7014.86
846.78	7005.69
845.153	6950.45
843.525	6988.92
841.897	6918.36
840.268	6938.4
838.639	6930.82
837.01	6910.96
835.38	6923.33
833.75	6802.26
832.12	6856.06
830.489	6931.3
828.858	6900.75
827.227	6946.84
825.595	6747.76
823.963	6775.49
822.331	6985.46
820.698	6801.82
819.065	6717.76
817.432	6603.14
815.798	6610.98
814.164	6517.84
812.53	6417.1
810.895	6480.04
809.26	6393.11
807.625	6425.46
805.99	6366.09
804.354	6346.48
802.717	6276.46
801.081	6278.27
799.444	6370.18
797.807	6258.98
796.169	6118.81
794.531	6016.86
792.893	6099.61
791.254	5977.87
789.615	6098.73
787.976	6091.43
786.337	5943.85
784.697	6035.68
783.057	6019.26
781.416	6010.46
779.775	5884.35
778.134	6043.16
776.493	5982.58
774.851	6077.35
773.209	6135.55
771.567	6029.33
769.924	6113.39
768.281	6112.2
766.638	5984.76
764.994	6156.99
763.35	6085.85
761.706	6221.52
760.061	6203.6
758.416	6217.61
756.771	6290.87
755.125	6253.2
753.48	6261.12
751.833	6423.93
750.187	6395.37
748.54	6372.9
746.893	6701.04
745.245	6440.27
743.598	6596.83
741.95	6509.11
740.301	6597.35
738.653	6643.1
737.003	6641.84
735.354	6695.14
733.705	6789.34
732.055	6677.45
730.404	6986.73
728.754	6927.85
727.103	7000.74
725.452	6979.73
723.8	6893.64
722.148	7028.55
720.496	7217.88
718.844	7216.51
717.191	7195.49
715.538	7355.94
713.884	7304.66
712.231	7365.26
710.577	7471.18
708.922	7410.83
707.268	7611.89
705.613	7498.67
703.957	7776.67
702.302	7778.22
700.646	7763.16
698.99	7782.83
