Wavenumber,300K,310K,320K,330K,340K,350K,360K,370K,380K,390K,400K,410K,420K,430K,440K,450K,460K,470K,480K,490K,500K,510K,520K,530K,540K,550K,560K,570K,580K,590K,600K,610K,620K,630K,640K,650K,660K,670K,680K,690K,700K
768.2810000000001,4097.63,7326.43,7554.67,7868.11,6201.98,6424.13,6959.73,6740.62,5893.1,6854.74,6965.81,6328.27,7022.11,7580.53,7823.99,8402.19,8355.02,6734.53,7825.51,7928.98,7334.04,7609.44,6530.64,6739.1,5877.88,6112.2,6316.1,6361.74,5170.34,4389.77,4458.24,4140.23,3746.14,4035.24,3810.05,3504.21,3700.49,3580.29,3329.23,5987.43,5360.54
766.638,4178.98,7303.71,7719.03,7840.73,6211.43,6334.65,6970.55,6784.95,5908.69,6784.95,6888.4,6404.63,6979.68,7609.49,7714.46,8580.08,8306.24,6737.79,7699.25,7868.11,7325.01,7703.81,6561.32,6610.01,5723.09,5984.76,6194.69,6346.82,5008.09,4446.73,4518.23,4095.31,3821.48,3984.26,3838.22,3476.15,3593.29,3593.29,3480.71,5904.13,5344.29
764.9939999999999,4225.33,7434.63,7668.86,7831.61,6306.05,6418.61,6893.16,6853.61,5892.34,6818.63,6996.58,6544.85,7049.82,7690.16,7912.22,8753.34,8254.45,6855.13,7787.5,7966.98,7399.65,7785.98,6508.34,6766.91,5875.61,6156.99,6430.77,6415.56,5134.88,4461.08,4553.86,4123.42,3854.21,4023.04,4007.83,3443.54,3755.34,3706.67,3443.54,5997.29,5317.4
763.35,4110.46,7427.12,7643.05,7842.27,6397.6,6394.56,7088.0,6721.51,5935.31,6920.72,7013.48,6426.49,7068.23,7544.21,7547.25,8674.09,8330.41,6929.85,7836.18,7931.99,7335.87,7635.45,6595.29,6675.89,5795.4,6085.85,6382.39,6428.01,5074.59,4435.89,4528.65,4183.45,3797.2,3997.93,3962.95,3599.5,3675.54,3757.66,3432.23,6088.9,5463.89
761.706,4243.47,7667.43,7802.75,8079.46,6435.9,6543.85,7091.19,6913.31,5960.01,7050.14,7097.28,6501.27,7168.74,7743.45,7906.13,8798.62,8368.34,6857.05,7808.83,8026.25,7460.65,7717.6,6688.29,6872.26,5786.68,6221.52,6396.37,6495.19,5181.56,4512.58,4576.44,4255.63,3884.65,4023.01,3991.08,3568.4,3794.94,3747.81,3484.78,6058.84,5383.77
760.061,4274.57,7617.31,8001.9,8074.87,6515.23,6515.23,7089.83,6884.61,6132.16,6831.41,7089.83,6545.63,7164.32,7711.56,7889.41,8679.87,8350.01,6994.06,7925.89,7965.42,7497.22,7854.45,6536.51,6755.4,5863.09,6203.6,6495.46,6539.55,5139.52,4464.59,4563.39,4276.09,3886.94,4152.96,4034.39,3572.28,3861.1,3608.76,3525.15,6261.37,5457.22
758.416,4298.07,7726.79,8026.2,8242.01,6495.73,6612.76,7153.82,6983.6,6115.78,6991.2,7164.46,6611.24,7308.84,7708.56,7962.37,8711.64,8377.28,6907.61,7973.01,8076.35,7424.35,7903.09,6503.33,6779.94,5904.52,6217.61,6406.07,6541.33,5267.72,4529.08,4544.28,4284.39,3872.52,4098.97,4032.1,3649.1,3802.6,3711.41,3507.76,6254.08,5486.57
756.7710000000001,4323.07,7859.03,8091.52,8287.54,6649.48,6655.56,7278.57,7029.36,6172.35,7074.95,7348.47,6637.32,7225.38,7728.35,7997.31,8754.03,8565.61,7062.79,8170.53,8064.17,7387.97,7889.42,6663.16,6898.68,5883.63,6290.87,6489.93,6682.91,5167.93,4494.78,4747.02,4291.16,3783.64,4233.42,4016.13,3634.72,3871.77,3842.9,3542.03,6360.77,5477.92
755.125,4232.61,7735.98,8009.45,8199.35,6712.01,6693.78,7239.19,6996.11,6206.1,7081.19,7158.67,6655.8,7227.04,7593.17,7904.62,8816.16,8556.37,7076.63,8033.75,7931.96,7561.27,7856.0,6640.61,6917.11,5950.87,6253.2,6400.57,6552.49,5296.08,4465.05,4702.05,4398.21,3936.36,4053.34,4076.13,3605.16,3826.97,3804.18,3599.08,6204.59,5507.25
753.48,4373.06,7875.76,8059.55,8416.51,6725.92,6666.68,7451.97,7070.72,6218.59,7142.11,7260.59,6725.92,7333.5,7722.35,8120.31,8931.43,8468.15,6955.28,8029.18,8144.62,7619.06,7921.33,6697.06,7014.52,5949.73,6261.12,6511.74,6595.29,5220.63,4521.92,4704.19,4435.34,3979.65,4190.79,4178.63,3671.3,3870.29,3821.68,3634.85,6217.07,5726.45
751.8330000000001,4483.08,8009.41,8234.18,8410.34,6718.55,6868.9,7544.7,7142.26,6262.95,7263.75,7453.58,6856.75,7406.51,8001.82,8054.97,9039.07,8720.15,7203.01,8237.21,8226.58,7637.34,7875.77,6852.19,6891.68,6082.23,6423.93,6556.06,6768.67,5357.83,4665.32,4751.89,4470.94,4025.97,4322.11,4223.39,3626.56,3974.33,3834.62,3656.93,6414.82,5696.49
750.187,4464.01,7903.11,8310.04,8426.95,6781.04,6914.66,7518.97,7269.95,6357.41,7383.83,7531.11,6888.84,7406.61,7972.96,8102.02,9099.59,8680.52,7165.19,8038.25,8209.82,7603.99,7997.25,6685.38,7146.97,6070.44,6395.37,6702.08,6817.48,5457.02,4772.24,4702.39,4377.46,4137.56,4214.99,4164.89,3820.22,4078.34,3867.29,3642.57,6504.7,5810.8
748.54,4589.15,8214.33,8262.91,8543.75,6908.78,6961.91,7516.01,7209.36,6181.62,7209.36,7509.94,6971.02,7455.29,7818.11,8193.07,9094.81,8662.16,7109.17,8139.94,8061.0,7645.05,8098.95,6770.63,7095.5,5993.38,6372.9,6571.77,6705.36,5395.25,4675.68,4788.02,4366.0,4054.79,4185.34,4200.53,3804.31,3968.26,3798.23,3584.19,6488.27,5712.53
746.893,4577.65,8223.38,8566.4,8771.3,7060.76,6995.49,7839.38,7431.1,6449.09,7485.74,7611.71,7001.56,7664.84,7969.91,8309.9,9097.63,8769.79,7200.39,8293.2,8350.88,7645.1,8211.24,6823.98,7212.53,6183.47,6701.04,6784.52,6830.05,5582.43,4774.97,4925.23,4519.98,4140.53,4315.07,4260.43,3818.76,4002.41,4022.14,3683.67,6508.28,5750.9
745.245,4479.66,8253.68,8493.45,8803.01,6950.15,7068.51,7657.3,7414.5,6546.49,7318.9,7491.9,6980.5,7593.57,8136.83,8318.93,8994.22,8746.87,7246.06,8220.3,8341.7,7566.25,8036.68,6909.18,7185.36,6066.96,6440.27,6804.47,6872.76,5508.52,4828.68,4910.63,4569.19,4082.07,4312.73,4249.0,3811.96,4047.17,3989.51,3634.41,6519.18,5875.76
743.5980000000001,4653.28,8338.59,8670.86,8943.95,7124.82,7170.34,7816.67,7441.92,6457.25,7540.53,7596.67,7068.68,7505.64,8114.04,8205.07,9116.92,8869.61,7319.02,8297.62,8311.28,7774.18,8067.01,6847.17,7193.09,6191.73,6596.83,6703.03,6883.58,5508.99,4710.94,4932.45,4563.77,4167.78,4278.53,4327.08,3909.85,4128.33,3990.26,3715.65,6640.83,5756.3
741.95,4640.26,8337.0,8635.83,9008.99,7178.07,7250.88,7859.17,7657.42,6557.65,7522.41,7564.88,7030.93,7640.73,8171.65,8274.8,9218.33,8845.17,7435.95,8233.85,8326.38,7775.74,8139.8,6817.04,7214.48,6214.83,6509.11,6759.4,6807.94,5445.75,4723.69,4810.16,4641.78,4180.63,4402.1,4273.17,3827.19,4053.21,3919.72,3778.65,6660.8,5837.11
740.301,4612.08,8415.79,8720.63,9099.79,7187.32,7238.88,7909.24,7610.46,6589.77,7483.06,7642.31,7105.42,7710.56,8182.23,8346.03,9158.94,8922.35,7393.58,8324.79,8271.71,7848.57,8029.05,6937.07,7231.3,6275.82,6597.35,6792.99,6874.89,5584.24,4791.04,4910.85,4598.43,4176.8,4369.42,4340.6,3890.16,4100.97,4031.21,3782.48,6614.03,5943.68
738.653,4797.71,8743.24,8869.09,9202.69,7217.79,7458.89,8057.85,7716.67,6705.27,7642.37,7677.25,7245.09,7733.35,8264.07,8602.22,9345.22,8963.11,7439.18,8574.92,8561.27,8006.29,8201.9,7075.26,7223.86,6315.57,6643.1,6841.74,7032.8,5568.01,4919.02,4972.09,4747.67,4166.91,4429.24,4502.02,3887.9,4204.82,4019.83,3816.64,6773.51,6003.2
737.003,4752.83,8740.06,9047.82,9211.55,7352.87,7512.05,8065.41,7690.95,6629.71,7722.78,7803.13,7017.82,7768.27,8365.59,8500.52,9311.61,9034.17,7512.05,8506.58,8477.78,8088.15,8273.11,7016.3,7465.05,6285.56,6641.84,6837.41,7128.49,5679.14,4960.53,5089.4,4661.87,4311.66,4463.27,4434.46,3928.1,4143.38,4172.18,3805.3,6735.83,6135.47
735.3539999999999,4808.01,8615.62,8959.7,9350.76,7443.93,7540.94,8153.31,7631.89,6819.43,7759.21,7709.19,7198.38,7844.09,8310.95,8447.37,9414.43,8959.7,7562.16,8379.16,8471.62,7919.88,8250.32,7166.55,7309.03,6379.86,6695.14,6922.51,7130.17,5712.92,4909.57,5064.18,4774.67,4351.77,4516.98,4395.72,4001.62,4303.26,4150.17,3833.37,6567.82,6028.2
733.705,4826.8,8962.54,9165.62,9580.86,7504.65,7727.43,8291.18,7883.52,6863.6,7839.57,8042.65,7265.21,7988.09,8420.0,8656.41,9418.7,9224.72,7644.07,8659.45,8563.97,8104.78,8342.71,7151.54,7491.01,6515.04,6789.34,7104.56,7222.77,5783.07,5051.09,5116.26,4820.74,4355.49,4690.41,4569.17,3991.77,4319.11,4225.15,4011.47,6901.49,6081.62
732.055,4866.79,8994.17,9139.63,9486.61,7609.29,7606.26,8216.88,7950.21,6756.24,7836.57,7982.03,7401.71,7950.21,8419.92,8586.59,9436.61,9194.18,7547.17,8503.25,8524.46,8044.15,8479.01,7278.98,7441.1,6336.53,6677.45,7163.82,7095.64,5741.06,5077.41,5144.07,4722.85,4363.75,4606.18,4547.09,4021.32,4318.29,4128.9,3827.37,6807.75,6103.19
730.404,4943.13,8950.05,9362.1,9645.39,7657.84,7804.78,8368.33,8051.71,6853.42,7957.79,8072.92,7497.26,8039.59,8666.76,8834.92,9522.68,9301.51,7683.59,8627.38,8671.31,8047.17,8386.51,7180.64,7469.99,6544.38,6986.73,6935.23,7217.0,5894.49,5029.48,5106.74,4855.27,4409.88,4668.93,4561.37,4120.54,4340.2,4217.49,4159.92,6935.23,6141.42
728.7539999999999,5031.55,9083.15,9339.12,9804.11,7774.52,7836.62,8530.32,8085.02,7027.82,7927.5,8203.16,7538.24,8100.17,8633.31,8768.11,9728.38,9264.91,7742.72,8690.87,8699.96,8056.24,8431.87,7177.77,7489.78,6541.63,6927.85,7198.97,7282.27,5903.97,5058.82,5193.62,4764.98,4496.9,4619.58,4546.88,4106.12,4366.64,4333.32,3991.01,7003.59,6290.2
727.1030000000001,5142.66,9297.98,9458.5,9799.22,7832.11,7930.54,8666.5,8284.89,7020.43,8038.06,8218.26,7598.9,7995.66,8631.68,8801.28,9818.91,9263.15,7791.22,8784.62,8834.6,8236.44,8534.76,7256.66,7645.85,6669.1,7000.74,7073.43,7374.78,5961.91,5021.51,5248.66,5007.89,4465.76,4658.08,4671.7,4146.23,4408.21,4346.12,3988.74,7152.18,6349.58
725.452,5175.0,9394.63,9701.98,10003.3,7985.06,8030.48,8680.0,8233.36,7038.78,8197.02,8157.66,7606.55,8307.55,8763.28,8767.82,9673.21,9329.53,7812.46,8693.63,8866.23,8219.73,8472.58,7377.93,7538.42,6672.38,6979.73,7116.0,7300.71,5915.36,5159.86,5288.55,4876.73,4469.45,4802.54,4602.69,4145.45,4443.71,4308.96,4086.4,7106.91,6365.03
723.8,5193.69,9571.47,9863.63,10068.0,8175.79,8153.09,8905.42,8431.62,7300.84,8224.23,8352.9,7785.24,8237.86,8903.91,8838.82,9877.25,9482.16,7915.43,8850.93,8985.65,8219.69,8678.36,7391.67,7859.42,6674.15,6893.64,7246.35,7437.08,6008.09,5172.5,5276.95,4974.2,4644.2,4778.93,4778.93,4206.73,4492.83,4403.51,4099.25,7152.49,6389.56
722.148,5198.77,9742.2,9845.11,10140.2,8204.51,8246.89,8855.31,8392.18,7279.78,8162.14,8389.16,7729.28,8283.21,8843.2,8952.17,9978.3,9563.61,7923.01,8828.06,8888.6,8460.29,8632.83,7496.21,7667.23,6731.91,7028.55,7323.68,7511.35,5981.23,5256.28,5474.22,5085.25,4549.49,4856.72,4806.78,4243.77,4476.84,4339.11,4099.99,7281.3,6349.0
720.4960000000001,5335.48,9912.86,9996.08,10433.4,8358.82,8317.96,9097.25,8669.02,7422.16,8316.45,8440.53,7859.47,8522.24,8986.79,8998.9,9971.87,9598.12,7910.92,8959.55,8958.04,8383.03,8765.87,7696.05,7818.61,6859.26,7217.88,7293.54,7528.08,6033.06,5258.31,5321.86,5047.98,4541.06,4849.75,4804.35,4341.32,4559.22,4519.88,4226.32,7177.02,6415.89
718.8439999999999,5372.29,9871.65,10032.0,10473.8,8378.42,8496.42,9095.53,8614.43,7457.06,8448.01,8479.78,7924.55,8485.83,8927.6,9180.25,10109.2,9659.84,8066.76,9156.05,8924.57,8425.32,8767.23,7590.2,7836.8,6697.59,7216.51,7304.26,7505.48,6199.85,5221.0,5463.07,5036.43,4647.62,4812.52,4865.47,4258.8,4553.82,4449.43,4237.62,7189.28,6499.4
717.191,5424.22,10219.2,10210.1,10685.1,8514.48,8582.55,9184.57,8782.21,7582.71,8597.67,8671.79,8092.46,8553.81,9021.21,9193.64,10145.1,9816.84,7963.89,9051.46,9148.26,8348.09,8918.35,7499.52,7953.3,6803.72,7195.49,7519.18,7737.0,6233.47,5409.09,5445.4,5218.5,4675.48,5003.71,4991.61,4463.71,4563.54,4428.92,4291.27,7207.59,6490.61
715.538,5482.17,10236.9,10385.1,10925.0,8697.38,8626.3,9337.09,8804.75,7606.99,8647.47,8792.65,7989.61,8706.45,9222.15,9110.24,10196.1,9801.37,8210.41,9125.36,9178.29,8481.11,8959.01,7676.56,7897.36,6893.17,7355.94,7532.89,7665.97,6271.61,5510.91,5592.57,5235.67,4721.48,5058.72,4890.86,4393.3,4629.22,4654.93,4237.53,7336.28,6493.92
713.8839999999999,5645.95,10467.8,10626.6,11025.8,8825.77,8759.24,9430.58,9016.28,7626.72,8656.42,8819.72,8165.01,8605.01,9249.14,9359.52,10395.3,9872.1,8290.51,9143.29,9237.04,8544.53,9088.86,7768.85,7994.15,6931.18,7304.66,7610.09,7703.83,6150.97,5455.43,5768.43,5208.97,4699.41,4985.19,4897.49,4439.34,4652.54,4593.57,4403.06,7451.32,6624.24
712.2310000000001,5709.89,10423.5,10828.7,11203.6,8836.19,8734.91,9557.3,9029.7,7756.8,8848.29,8855.85,8184.63,8769.68,9372.87,9377.4,10485.5,9997.22,8382.67,9227.74,9239.83,8645.71,8969.23,7638.89,8119.62,6890.57,7365.26,7647.96,7797.62,6320.64,5554.18,5746.17,5179.26,4808.88,5073.44,4999.37,4474.79,4725.74,4582.12,4325.12,7527.02,6707.65
710.577,5627.19,10488.1,10941.5,11053.4,8993.23,9032.53,9553.98,9043.11,7844.51,8681.87,9037.06,8213.31,8826.97,9405.86,9339.35,10380.8,9933.36,8251.1,9286.45,9294.01,8580.6,9026.48,7655.58,8071.23,6916.47,7471.18,7552.8,7829.4,6286.19,5473.02,5692.18,5273.51,4684.04,5049.81,4959.12,4419.53,4739.96,4652.3,4433.13,7590.59,6608.13
708.922,5923.83,10659.9,10975.7,11412.4,9109.4,9184.96,9898.24,9304.34,7933.7,8983.97,9097.31,8328.12,9044.42,9402.57,9534.04,10499.7,10087.1,8430.88,9411.64,9500.8,8737.65,9100.34,7885.35,8249.54,7076.86,7410.83,7781.07,7926.15,6514.7,5585.33,5799.91,5441.76,4788.93,5077.57,5073.04,4551.68,4760.22,4613.64,4474.61,7676.8,6693.02
707.268,5918.18,11026.5,11204.8,11582.5,9146.97,9276.9,9980.98,9358.49,8112.0,9190.78,9208.91,8290.29,9089.55,9495.98,9601.75,10614.0,10375.3,8454.98,9515.62,9426.48,8846.3,9337.34,8015.3,8326.55,7074.02,7611.89,7740.32,7892.92,6480.23,5762.56,5806.37,5442.25,5007.11,5268.49,5105.32,4516.07,4908.9,4754.79,4502.47,7593.76,6818.67
705.613,5892.89,11019.9,11377.9,11779.7,9267.6,9338.6,10051.6,9424.7,8189.02,9093.88,9216.24,8361.23,9107.47,9645.25,9689.06,10723.8,10282.7,8506.25,9488.15,9562.17,8840.1,9232.85,7936.75,8418.63,7149.72,7498.67,7895.96,7926.18,6560.58,5737.3,5779.6,5510.71,4941.21,5131.55,5191.97,4691.96,4830.93,4746.34,4398.9,7684.48,6909.53
703.957,6079.06,11214.2,11688.4,11895.3,9629.84,9622.29,10298.9,9646.45,8273.57,9462.19,9365.53,8512.2,9345.9,9768.79,9752.17,10930.2,10371.4,8587.71,9586.04,9638.9,8910.92,9379.12,8099.88,8539.38,7329.61,7776.67,7806.87,8170.86,6631.84,5757.36,5900.84,5419.05,4968.97,5274.06,5286.14,4665.4,4899.5,4836.06,4499.26,7713.23,7001.87
702.302,6099.05,11541.2,11675.6,11887.0,9670.3,9599.33,10371.0,9723.15,8389.79,9517.79,9419.63,8629.88,9295.81,9837.92,9769.96,11024.8,10372.5,8504.55,9511.75,9683.89,8848.84,9393.96,8033.42,8442.64,7364.47,7778.22,7899.02,8154.22,6713.64,5783.46,5994.86,5668.69,5002.77,5389.34,5365.18,4647.91,4993.71,4880.45,4521.06,7666.48,6893.34
700.6460000000001,6267.0,11714.2,12025.2,12239.6,9968.92,9956.84,10449.0,9965.9,8598.06,9638.28,9514.48,8806.41,9435.97,9962.88,10018.7,10989.5,10548.7,8797.35,9679.05,9935.7,8989.09,9571.85,8181.37,8578.43,7434.04,7763.16,8051.53,8291.58,6739.55,5946.93,6087.34,5678.19,5104.48,5299.24,5409.46,4672.69,4991.25,4896.14,4545.88,7911.12,6955.45
698.99,6119.4,11748.2,12007.8,12424.5,10004.8,10022.9,10413.8,9900.62,8469.64,9675.71,9484.01,8952.67,9550.42,9918.73,9989.68,10946.7,10616.1,8721.72,9831.18,9843.26,9108.15,9470.42,8210.01,8525.49,7311.88,7782.83,8004.72,8139.07,6951.11,5815.99,6081.66,5622.78,5059.75,5399.38,5390.32,4670.3,5038.61,4961.63,4561.62,7932.27,7118.67
697.3330000000001,6353.67,12070.5,12541.3,12822.0,10298.7,10242.8,10736.4,10277.6,8698.95,9704.07,9888.19,8848.36,9811.22,10156.8,10227.8,11302.3,10888.8,8955.51,9916.86,9862.53,9273.95,9595.41,8449.93,8724.61,7391.99,7926.25,8208.46,8362.4,6889.44,5955.25,6119.75,5665.49,5162.93,5460.24,5336.48,4759.97,5095.01,5022.57,4673.95,8006.23,6984.51
695.676,6506.38,12293.0,12537.5,13047.5,10453.7,10349.6,11069.3,10441.6,8934.21,9958.75,10100.6,9183.17,9878.78,10224.3,10283.2,11292.6,10891.3,8982.49,9988.93,10081.0,9201.28,9768.63,8356.3,8780.3,7553.56,8084.69,8297.45,8415.14,6857.96,5967.71,6254.4,5705.16,5184.59,5510.51,5510.51,5041.24,5177.04,5024.64,4781.71,8049.99,7262.34
694.0189999999999,6701.28,12360.1,12735.7,13091.8,10573.9,10661.4,11172.8,10564.8,8926.49,10003.6,10223.9,9207.09,9801.48,10418.5,10382.3,11575.6,10871.1,9116.57,10145.4,10012.7,9342.86,9704.93,8451.27,8851.06,7668.3,8000.2,8310.97,8565.93,6950.2,6096.32,6177.79,5812.7,5360.12,5571.32,5518.52,4910.55,5138.35,5065.94,4646.54,7992.65,7194.59
692.362,6739.23,12431.7,12816.3,13086.3,10609.6,10673.0,11344.2,10478.4,8829.78,10145.0,10212.9,9298.87,9786.06,10448.2,10389.4,11668.5,11208.4,9212.89,10155.6,9989.68,9326.02,9764.94,8457.22,8948.94,7629.14,8052.99,8455.71,8615.59,7059.0,6208.3,6185.67,5853.84,5252.01,5656.25,5645.69,4883.98,5218.83,5117.77,4764.82,8235.49,7166.09
690.704,6846.54,12732.4,12967.7,13563.4,10845.9,10826.3,11434.0,10797.6,9171.95,10278.9,10259.2,9461.49,10156.7,10518.6,10643.8,11694.9,11057.0,9150.83,10287.9,10147.7,9588.17,9956.13,8653.18,8923.12,7752.87,8090.68,8380.22,8531.03,7283.87,6163.39,6356.42,5739.63,5373.17,5730.58,5622.0,4940.36,5326.42,5160.54,4782.02,8274.66,7295.94
689.046,7091.01,13179.4,13381.4,13922.7,11155.9,11045.9,11704.8,10949.4,9411.46,10463.9,10472.9,9479.31,10305.6,10690.0,10736.8,11817.8,11261.5,9317.98,10289.0,10304.1,9685.87,9963.3,8654.56,9120.46,7761.97,8378.64,8695.27,8805.34,7192.03,6106.44,6480.37,6022.01,5509.37,5729.5,5645.07,5047.99,5399.3,5272.65,4841.43,8438.95,7520.72
687.388,7159.02,13297.5,13681.9,14247.2,11327.2,11288.0,11904.6,11254.8,9290.59,10576.5,10588.5,9747.36,10318.7,10826.7,10838.8,12023.7,11260.9,9403.65,10353.4,10492.1,9828.76,10109.2,8937.84,9195.62,7906.73,8434.34,8681.57,8874.53,7223.84,6373.62,6673.61,6029.92,5521.89,5668.12,5618.37,5167.64,5411.85,5324.42,4879.71,8589.61,7368.56
685.7289999999999,7201.37,13454.7,13887.3,14333.4,11376.3,11474.3,12096.7,11355.2,9558.63,10681.5,10750.8,9676.19,10604.6,10958.8,10927.2,12030.4,11536.1,9445.59,10523.2,10407.2,9778.68,10298.7,8800.51,9195.39,7979.09,8471.94,8600.05,8871.35,7318.94,6450.79,6483.95,6052.89,5447.0,5859.97,5715.28,5082.26,5397.26,5269.15,4871.25,8502.08,7391.28
684.07,7350.71,13853.0,14000.7,14576.3,11788.6,11821.7,12444.1,11485.7,9559.84,10833.2,10911.5,9941.09,10504.7,11115.0,10839.2,12183.4,11711.7,9684.91,10546.9,10471.5,9895.88,10334.4,8969.13,9369.97,8000.19,8423.63,8783.78,8925.43,7448.66,6362.17,6686.16,6283.81,5670.5,5907.09,6009.56,5284.73,5364.6,5366.11,5022.53,8670.76,7588.8
682.41,7555.73,13910.7,14496.8,14873.4,11950.6,11908.4,12503.5,11698.9,9930.17,10746.8,11126.4,10144.1,10788.9,11329.8,11158.1,12506.5,11679.4,9634.87,10813.1,10835.7,9934.69,10293.3,9056.33,9363.68,8173.44,8536.54,8842.39,9060.85,7435.2,6519.17,6674.35,6220.86,5673.95,5844.2,5815.57,5211.42,5560.96,5383.17,5101.43,8632.96,7637.09
680.7510000000001,7579.91,14180.7,14694.4,15218.6,12166.7,12013.1,12552.3,11975.4,10069.9,11279.5,11213.2,10065.4,10979.7,11360.8,11186.1,12505.6,11821.8,9776.15,10918.0,10740.2,10041.3,10411.8,9071.19,9458.32,8253.24,8668.99,8798.54,9194.71,7489.53,6620.37,6771.0,6359.77,5715.06,5968.12,5924.44,5294.79,5547.85,5395.71,5079.38,8684.06,7799.84
679.091,7805.89,14797.0,15001.8,15247.3,12387.3,12339.1,12848.2,12144.8,10351.1,11468.6,11224.6,10281.9,11089.1,11450.6,11321.0,12590.6,11909.9,9896.3,11037.9,10878.2,10197.5,10530.3,9226.1,9492.68,8325.48,8816.46,9045.38,9128.21,7586.01,6668.82,6866.11,6366.1,5756.15,6093.51,6000.13,5296.8,5710.97,5460.96,5049.81,8702.0,7682.4
677.431,7911.33,14809.3,15446.2,15776.0,12731.3,12619.9,13157.4,12421.1,10314.5,11493.6,11588.4,10505.8,11230.1,11555.3,11526.7,12678.6,12273.6,9926.05,10962.0,10956.0,10180.5,10671.4,9371.93,9829.68,8423.29,8786.18,9025.6,9225.87,7613.19,6697.68,6744.36,6402.54,5813.79,6074.29,6002.01,5353.02,5694.83,5625.57,5304.84,8795.22,7655.35
675.77,8241.04,15148.2,15777.5,16048.5,13075.2,13002.9,13508.7,12570.8,10398.4,11697.6,11759.4,10625.7,11322.8,11736.8,11715.7,13034.5,12262.2,10034.1,11361.9,11078.9,10270.4,10678.4,9424.36,9839.87,8448.8,8918.51,9187.99,9489.09,7836.07,6714.48,7068.27,6521.77,5886.46,6148.41,6277.89,5448.36,5814.2,5567.3,5305.34,8915.5,7881.23
674.1089999999999,8499.89,15643.6,16230.6,16545.2,13375.2,13286.4,13906.6,12881.5,10671.9,11996.5,11904.7,10854.0,11675.9,12035.6,11844.4,13330.1,12479.6,10397.9,11516.3,11233.3,10464.2,10947.3,9637.82,9979.5,8653.42,9038.75,9252.49,9535.47,8051.34,7012.74,7262.61,6591.29,5980.17,6276.7,6272.18,5579.79,5841.7,5799.55,5242.62,9133.58,8064.88
672.448,8608.14,16063.5,16316.3,16813.0,13729.4,13222.2,13890.4,13180.1,10870.0,12194.4,12128.1,11153.0,11756.4,12036.3,12090.5,13360.7,12523.9,10383.9,11515.6,11396.8,10590.1,10964.8,9804.55,10070.9,8690.91,9155.93,9488.52,9608.91,8058.84,6910.59,7128.8,6680.34,6033.22,6331.2,6280.03,5617.86,6039.24,5771.37,5404.17,9043.06,8135.59
670.7860000000001,8677.23,16472.7,17017.4,17220.5,13848.7,13850.2,14498.7,13459.0,11116.2,12283.8,12395.2,11242.6,12019.0,12490.0,12276.3,13555.3,12736.7,10443.7,11679.0,11579.7,10699.5,11191.5,9698.88,10543.0,8881.86,9319.71,9540.89,9750.04,8222.83,7017.62,7241.81,6700.14,6138.91,6366.11,6266.81,5698.05,6000.48,5895.16,5454.3,8988.69,8036.26
669.1239999999999,8934.34,17232.3,17227.8,17670.1,14134.9,14101.8,14735.1,13644.5,11327.8,12788.5,12523.7,11318.7,12168.7,12611.0,12594.4,13752.8,13032.2,10614.7,11821.2,11715.9,11025.4,11445.1,9886.59,10318.3,8943.36,9381.13,9680.5,9904.64,8186.68,7049.39,7353.27,6895.94,6137.75,6476.23,6446.14,5778.21,6136.25,5946.7,5432.21,9284.85,8216.76
667.462,9263.54,17226.1,17641.2,18072.9,14542.8,14451.1,15018.1,13872.0,11546.7,12853.7,12789.1,11581.3,12316.8,12799.6,12646.2,13978.8,13126.0,10814.2,11981.4,11779.8,10936.1,11376.8,9932.85,10439.7,9080.05,9480.13,9654.6,9844.11,8362.61,7201.47,7362.4,6879.6,6214.8,6526.14,6505.09,5900.45,6094.48,6031.31,5456.75,9277.08,8111.43
665.8,9433.22,17580.7,17943.1,18445.4,14855.9,14717.5,15461.9,14343.1,11792.7,13234.8,13063.4,11878.4,12519.0,13137.0,12938.5,14386.7,13230.3,11036.3,12305.4,12001.7,11225.7,11597.2,10194.1,10547.5,9207.66,9634.73,9909.92,9953.53,8463.28,7221.16,7582.07,6927.92,6278.29,6633.18,6567.01,5842.19,6157.99,6141.44,5603.09,9538.49,8421.18
664.137,9813.33,17999.9,18455.4,18954.6,15280.0,15241.0,15725.1,14412.5,12172.3,13348.0,13109.0,11964.8,12772.2,13151.1,12927.1,14296.8,13336.0,11115.4,12274.6,12206.9,11340.9,11943.8,10369.6,10805.6,9315.67,9823.85,9864.45,10283.9,8378.99,7269.41,7534.02,7101.02,6322.21,6837.91,6773.26,5971.89,6340.25,6207.94,5593.01,9583.29,8538.36
662.4739999999999,9916.69,18343.7,18945.0,19430.5,15355.3,15395.9,16010.7,14730.0,12267.7,13589.0,13413.2,11941.5,12861.5,13219.3,13147.1,14486.5,13586.0,11047.1,12403.0,12306.8,11301.2,11864.9,10253.4,10841.2,9265.8,9855.06,9993.36,10286.5,8520.21,7388.29,7582.2,7078.63,6421.72,6753.93,6657.73,5949.72,6388.65,6078.99,5646.07,9507.82,8413.48
