Wavenumber,300K,310K,320K,330K,340K,350K,360K,370K,380K,390K,400K,410K,420K,430K,440K,450K,460K,470K,480K,490K,500K,510K,520K,530K,540K,550K,560K,570K,580K,590K,600K,610K,620K,630K,640K,650K,660K,670K,680K,690K,700K
538.512,6872.41,12522.4,13399.6,14349.4,12082.3,12300.1,12860.2,12014.1,9945.58,11117.7,11261.4,10321.9,11070.2,11113.2,10757.6,12171.2,11091.0,8754.24,9841.85,9911.5,9255.08,9871.49,8681.64,9459.56,8149.68,8582.36,8474.19,8665.34,7385.1,6387.87,6602.73,6097.45,5592.16,5989.28,6027.8,5455.84,5636.62,5596.61,5131.34,8281.56,7013.17
536.825,6847.32,12456.1,13042.8,14032.4,11851.7,12282.8,12841.3,11949.5,9783.58,10822.1,10894.7,10185.1,10780.6,11029.5,10688.8,11916.9,10900.6,8616.19,9737.66,9780.62,9029.52,9687.29,8654.71,9331.73,8073.97,8450.26,8238.41,8679.89,7451.76,6308.07,6459.18,5934.74,5484.38,5962.89,5893.26,5231.05,5746.59,5525.86,4983.64,8322.86,6913.99
535.137,6768.92,12123.3,13132.0,13946.6,11769.3,11957.4,12655.1,11613.8,9754.95,10834.7,10839.2,10097.1,10689.6,10858.4,10480.7,11870.1,10816.9,8626.3,9526.85,9703.11,9106.2,9552.03,8555.21,9215.81,7979.03,8398.2,8251.57,8435.23,7195.5,6260.88,6426.77,5964.65,5637.31,5810.61,5952.8,5307.01,5615.1,5527.71,5123.35,8177.51,6933.33
533.4490000000001,6555.8,11931.3,12677.7,13589.9,11306.4,11684.0,12292.7,11454.5,9505.68,10585.2,10574.9,9918.84,10466.8,10548.2,10373.5,11692.9,10515.6,8315.06,9473.1,9470.14,8797.83,9465.7,8395.03,9107.33,7783.43,8251.39,8131.44,8451.3,7102.24,6098.21,6341.07,5827.21,5439.22,5686.53,5690.97,5203.76,5729.47,5391.83,4966.83,7867.84,6803.1
531.76,6339.79,11668.4,12436.8,13277.7,11191.6,11551.4,11974.8,11262.7,9486.0,10562.4,10596.4,9850.22,10424.7,10553.5,10187.8,11863.8,10346.2,8234.92,9434.18,9423.81,8921.9,9326.1,8406.66,8938.19,7764.1,8267.49,8152.01,8384.46,7022.33,6150.28,6258.36,5873.41,5335.97,5683.9,6014.07,5235.29,5627.64,5461.81,5002.84,8014.31,6782.48
530.071,6378.48,11550.5,12375.0,13110.7,10983.6,11282.6,12022.7,11186.4,9414.51,10391.5,10527.7,9643.95,10295.3,10487.7,10253.8,11519.5,10313.0,8302.83,9156.94,9429.31,8600.36,9179.15,8248.06,8880.13,7624.87,8057.1,8142.96,8119.28,7094.93,6122.39,6156.44,5901.83,5354.13,5765.65,5657.59,5254.95,5487.36,5333.41,4861.2,7889.83,6772.23
528.382,6178.87,11309.9,12131.3,13041.5,10925.1,11370.6,11990.7,11123.5,9187.65,10308.0,10476.7,9605.0,10567.0,10426.4,10015.0,11360.2,10278.4,8114.67,9152.13,9252.77,8749.58,9249.81,8215.31,8779.18,7729.88,8162.03,8039.2,8187.19,7028.38,5968.72,6177.39,5715.64,5259.81,5718.6,5659.4,5153.25,5452.21,5230.21,4917.94,7943.0,6631.74
526.693,6193.9,11260.3,12063.8,12880.5,10814.9,11334.3,12014.9,11059.1,9200.59,10183.1,10516.0,9555.71,10160.9,10351.8,9802.82,11281.0,10279.3,8092.32,9085.18,9148.8,8617.6,9062.98,8181.1,8755.21,7515.25,8081.96,8059.76,8015.37,6998.84,5961.59,6127.32,5782.55,5240.99,5705.61,5723.37,5193.64,5565.04,5304.62,4838.52,7908.84,6685.15
525.003,6213.36,11111.6,11880.8,12804.0,10620.4,11021.3,11703.3,10870.4,8945.76,10114.5,10228.4,9504.96,10117.4,10163.3,9987.23,11142.6,9951.73,8084.76,8913.21,9109.97,8618.81,9075.94,8112.87,8717.93,7544.79,7858.42,7865.81,8061.09,6892.39,6007.72,6096.49,5714.81,5244.37,5549.12,5660.07,5049.09,5376.03,5268.04,4805.0,7630.59,6725.22
523.313,6064.19,11016.1,11814.8,12794.0,10665.6,11133.0,11780.8,10832.7,9003.1,10039.9,10184.9,9448.31,9988.17,10400.8,9698.27,11135.9,10059.2,7944.09,8920.28,8964.65,8520.93,9016.42,8152.64,8762.02,7487.06,7905.63,7960.36,8071.29,6858.45,6015.38,6138.14,5703.3,5312.82,5595.33,5638.22,5153.08,5360.15,5345.36,4781.84,7645.32,6605.53
521.622,5918.04,10823.1,11701.5,12485.3,10389.8,10679.7,11398.4,10629.4,8777.98,10006.8,9903.33,9249.71,9898.89,10048.2,9669.68,10913.3,9817.56,7788.69,8924.38,8911.07,8335.83,8922.9,7945.44,8504.41,7509.2,7699.96,7785.73,8051.91,6793.47,5916.56,6058.52,5648.9,5214.15,5526.17,5517.29,5005.64,5472.93,5120.98,4755.73,7648.2,6620.46
519.931,5941.97,10735.2,11283.7,12358.5,10304.9,10636.1,11326.6,10501.6,8737.76,9756.43,9963.41,9170.95,9775.65,10096.5,9607.1,10856.4,9787.47,7798.93,8893.0,8921.09,8428.76,8674.19,8063.58,8647.57,7442.62,7710.22,7671.78,7827.02,6684.16,5749.77,6069.12,5519.13,5193.87,5462.95,5664.02,4911.48,5411.2,5261.88,4754.76,7513.59,6428.39
518.24,5957.02,10552.7,11562.2,12298.4,10486.1,10659.1,11355.3,10503.9,8666.51,9822.44,10054.5,9410.03,9877.13,10051.6,9769.22,10990.2,9857.91,7667.27,8821.72,8925.19,8375.31,8953.27,7922.99,8610.34,7478.06,7875.69,7721.96,8087.07,6727.15,5853.55,5872.77,5599.31,5268.2,5557.92,5572.7,5009.52,5303.67,5176.55,4718.32,7656.92,6424.13
516.548,5745.95,10269.7,11240.7,11917.5,10226.9,10371.7,11054.5,10359.9,8608.59,9718.47,9622.4,9198.26,9646.05,9891.38,9431.76,10575.6,9545.55,7577.03,8657.36,8651.44,8168.18,8692.82,7847.48,8268.68,7303.63,7662.75,7588.86,7791.32,6681.44,5672.06,5892.26,5607.03,5077.96,5435.6,5609.99,4975.98,5330.67,5123.77,4746.91,7430.72,6476.02
514.856,5750.69,10165.7,10954.7,11866.3,10147.9,10381.4,11002.0,10283.9,8487.15,9546.56,9785.93,9007.25,9521.45,9675.11,9400.29,10696.1,9567.25,7675.96,8639.34,8639.34,8222.66,8509.31,7851.79,8280.29,7182.46,7704.04,7449.9,7717.34,6678.61,5690.11,5923.57,5450.75,4967.58,5260.14,5385.73,4974.97,5205.47,5071.01,4632.17,7446.94,6353.54
513.164,5777.59,10135.5,11007.1,11655.6,9871.09,10367.5,10948.0,10249.3,8319.96,9621.43,9679.05,8916.78,9612.57,9683.48,9379.16,10689.5,9447.12,7622.69,8512.01,8485.42,7994.96,8630.19,7804.4,8389.39,7148.49,7573.94,7473.49,7633.03,6643.27,5601.79,5789.41,5548.61,5028.61,5421.57,5486.57,4938.5,5238.39,5075.89,4660.77,7461.67,6359.63
511.471,5551.91,9886.8,10793.7,11471.6,9781.94,9880.89,10682.9,10010.9,8368.48,9356.57,9322.6,8892.8,9423.03,9557.44,9090.72,10353.5,9350.66,7516.27,8454.15,8468.91,7959.36,8491.07,7601.94,8293.16,7129.31,7470.49,7448.33,7572.4,6404.12,5615.42,5814.81,5355.47,5024.63,5290.49,5396.83,4791.27,5181.19,5001.0,4500.31,7424.7,6160.42
509.778,5513.86,9868.54,10856.4,11492.9,9701.67,10084.1,10497.6,9890.69,8158.56,9370.9,9505.28,8840.78,9344.32,9649.99,9233.57,10474.0,9370.9,7556.08,8323.95,8496.72,8010.89,8536.59,7619.58,8161.51,7173.63,7553.13,7356.73,7629.92,6525.37,5704.35,5720.59,5478.42,4954.2,5224.43,5407.54,4868.56,5153.55,4902.52,4508.25,7310.96,6274.34
508.085,5514.21,9856.18,10461.5,11266.1,9633.25,9983.15,10485.1,9859.14,8150.99,9180.01,9491.52,8707.57,9196.25,9430.99,9267.11,10250.4,9388.18,7480.72,8313.39,8458.07,8055.02,8412.3,7566.35,8111.12,7107.2,7384.75,7344.89,7592.92,6515.18,5487.63,5660.37,5379.86,4931.04,5303.09,5393.14,4773.07,5218.93,5006.34,4446.8,7347.85,6230.24
506.39099999999996,5412.7,9675.56,10313.2,11311.0,9414.3,9885.16,10457.9,9832.02,8013.52,9271.12,9331.64,8720.55,9173.7,9561.9,9040.86,10313.2,9308.02,7442.28,8286.59,8471.1,7991.38,8360.39,7575.13,8128.65,7176.59,7269.59,7325.68,7645.98,6429.71,5459.94,5690.2,5397.94,4835.57,5282.81,5325.62,4828.19,5210.48,4934.46,4444.41,7371.43,6351.48
504.69699999999995,5398.31,9412.37,10188.6,11040.1,9379.9,9530.43,10278.6,9635.21,8053.2,9099.51,8993.25,8526.91,8984.4,9195.43,9078.85,10154.7,9205.76,7241.53,8281.94,8380.81,7704.92,8309.98,7415.67,8237.67,7052.63,7452.56,7216.44,7576.53,6375.26,5538.51,5669.85,5272.87,4896.56,5197.61,5337.81,4737.17,5147.43,4828.67,4473.01,7234.15,6167.18
503.00300000000004,5162.61,9513.72,10058.2,10911.0,9186.17,9333.71,10143.7,9438.47,7929.08,8855.67,9153.71,8504.51,9218.63,9296.83,8926.49,10089.1,9136.0,7113.16,8134.17,8283.19,7740.22,8143.02,7431.85,7855.31,6880.03,7150.04,7223.81,7399.39,6378.38,5496.06,5615.57,5200.97,4858.66,5192.12,5192.12,4653.58,5088.84,4910.31,4464.72,7116.11,6047.88
501.30800000000005,5241.2,9569.29,10048.7,10693.4,9122.32,9289.01,10047.2,9415.88,7899.42,8867.12,8920.23,8347.87,8846.47,9159.2,8783.04,10125.4,8983.66,7160.37,8120.7,8113.32,7601.44,8274.11,7312.31,7830.09,6924.35,7200.2,7144.15,7355.09,6323.96,5375.44,5559.84,5247.11,4724.9,5165.97,5143.85,4732.28,5003.71,4848.82,4388.57,7133.82,6133.67
499.61300000000006,5113.29,9129.29,9773.8,10741.3,9037.85,9437.54,9989.13,9216.31,7591.03,8651.44,8978.86,8405.15,9104.22,9130.77,8794.5,9962.58,8900.69,7089.58,8034.96,8160.32,7838.8,8068.88,7285.74,7835.86,6850.66,7328.51,7237.07,7384.55,6422.95,5372.86,5539.52,5225.38,4781.45,5042.5,5305.02,4695.91,5071.99,4911.24,4424.54,7217.89,6150.11
497.917,5156.47,8966.69,9789.48,10500.2,8997.66,9354.49,9872.06,9305.83,7714.8,8820.71,8758.78,8323.79,9046.32,9127.41,8683.58,9903.02,8823.66,7057.16,7953.68,8133.57,7601.26,8096.71,7301.93,7741.35,6874.31,7285.71,7155.95,7337.32,6274.18,5370.28,5386.5,5275.91,4767.19,5168.27,5160.9,4736.23,5076.85,4858.62,4532.74,7250.32,5998.44
496.222,5130.35,8764.35,9601.71,10446.5,8843.95,9088.68,9864.13,9085.73,7664.56,8692.11,8717.17,8288.17,8784.98,9119.64,8640.51,9811.05,8823.31,6943.66,7990.37,8075.88,7539.25,7946.14,7158.9,7826.73,6684.2,7060.13,7217.87,7267.99,6305.32,5380.97,5513.65,5199.64,4811.91,5072.85,5174.58,4645.32,5000.62,4876.78,4511.17,7132.36,6062.07
494.525,5046.75,8738.95,9552.57,10295.4,8797.91,9029.32,9674.9,9086.8,7486.11,8600.4,8708.0,8295.3,8861.29,8927.62,8553.24,9788.39,8669.68,7011.5,7850.17,7996.09,7465.47,8031.47,7129.42,7803.01,6796.31,7110.26,7158.9,7237.02,6261.27,5325.32,5312.06,5055.59,4706.27,5086.55,5161.72,4639.94,5034.96,4802.08,4445.38,7012.98,6065.24
492.829,4801.08,8526.42,9224.92,10016.3,8379.06,8682.62,9361.97,8834.41,7447.72,8371.69,8476.32,8037.17,8507.26,8847.67,8212.54,9478.38,8588.31,6703.54,7626.03,7780.76,7256.15,7789.6,6990.9,7511.09,6559.12,7011.53,6793.43,7015.95,6093.46,5170.97,5400.85,5063.39,4674.35,5056.02,4997.08,4535.83,4911.61,4761.3,4275.0,6839.11,6033.04
491.13199999999995,4754.42,8362.59,9105.15,9662.06,8325.76,8670.52,9215.65,8699.98,7213.4,8123.91,8350.8,7824.83,8414.16,8624.84,8193.16,9349.72,8415.63,6671.21,7483.02,7656.87,7229.6,7711.38,6774.35,7466.81,6550.4,6937.89,6738.99,7052.81,5941.92,5037.3,5246.51,5015.2,4636.55,4994.57,5038.77,4511.32,4938.58,4726.43,4341.89,6836.23,5868.25
489.435,4665.05,8272.48,9145.98,9620.29,8245.96,8444.82,9150.4,8623.06,7222.22,8055.94,8263.64,7779.02,8271.01,8571.5,7969.04,9363.99,8307.83,6540.21,7590.47,7574.27,7097.01,7534.5,6868.69,7307.65,6394.38,6734.65,6686.04,6873.11,5964.26,5049.51,5261.63,4878.64,4560.47,4866.86,4896.32,4501.55,4828.56,4607.61,4342.46,6742.01,5850.83
487.73699999999997,4678.81,8325.26,8880.47,9550.55,8095.51,8438.65,8945.27,8494.62,7020.43,8129.38,8173.57,7787.71,8105.82,8438.65,8236.89,9116.1,8320.84,6644.89,7484.34,7540.3,7247.23,7534.41,6848.12,7282.57,6375.38,6771.54,6762.71,6998.34,5917.37,5122.1,5304.72,4902.67,4556.58,4854.07,4949.79,4481.47,4723.0,4625.8,4242.89,6690.54,5812.8
486.039,4682.26,8347.09,8885.99,9595.69,8269.05,8386.84,9075.93,8668.07,7288.42,8135.06,8274.94,7846.47,8292.61,8653.35,8280.83,9407.22,8348.56,6618.48,7460.7,7708.06,7284.01,7678.61,6780.44,7367.93,6465.35,6965.97,6733.33,7032.23,5911.72,5204.97,5366.93,4934.04,4529.13,4907.54,4998.83,4412.81,4873.67,4677.84,4271.46,6846.7,5930.86
484.341,4679.82,8124.54,8920.95,9629.03,8224.64,8361.55,9004.86,8561.75,7201.53,8181.95,8199.62,7866.92,8298.25,8638.3,8346.83,9359.63,8305.61,6693.65,7529.81,7724.13,7279.55,7707.93,6942.44,7373.77,6471.37,6936.55,6748.12,7033.71,5979.68,5092.01,5212.72,4959.52,4587.07,4891.8,4857.94,4501.69,4766.67,4557.63,4400.12,6861.47,5886.94
482.64300000000003,4636.16,8108.13,8726.29,9496.04,8041.9,8368.64,8994.15,8446.65,7151.46,8093.41,8331.85,7859.4,8333.32,8568.8,8215.57,9457.77,8405.44,6720.23,7566.51,7707.8,7333.97,7673.95,6985.15,7501.75,6508.29,6858.58,6904.2,7046.97,5975.5,5090.95,5339.68,4898.14,4562.57,4918.75,5033.55,4528.72,4748.02,4697.98,4293.23,6839.44,5876.89
480.944,4551.32,7934.28,8630.3,9435.2,8025.51,8256.54,8889.28,8341.88,6916.01,8225.64,8243.29,7716.5,8336.0,8567.02,8082.9,9142.38,8303.63,6586.39,7416.32,7685.6,7225.02,7662.05,6982.23,7484.0,6502.52,6964.57,6662.91,6988.11,5869.78,5189.95,5368.0,4988.36,4629.31,4905.95,5004.54,4596.94,4897.12,4645.5,4280.57,6895.41,5835.93
479.244,4404.73,7962.05,8625.56,9305.24,7844.36,8197.44,8827.11,8365.16,6943.99,7973.82,8156.25,7701.65,8276.89,8524.04,8156.25,9214.03,8291.6,6630.63,7458.91,7483.92,7233.82,7669.29,6930.75,7398.59,6492.34,6807.17,6773.33,7045.5,5955.36,5106.48,5230.06,4909.34,4526.84,4849.03,4790.18,4472.4,4754.87,4678.37,4191.41,6816.0,5937.7
477.545,4328.79,7751.53,8478.14,9288.6,7805.95,8100.13,8748.78,8194.26,6877.83,7941.27,8010.4,7598.56,8242.8,8442.84,8081.0,9215.05,8311.93,6486.57,7457.35,7525.01,7029.33,7533.84,6827.82,7389.69,6465.98,6799.87,6695.44,6991.08,5920.28,5078.94,5231.91,4892.14,4486.18,4842.13,4855.37,4372.92,4849.49,4527.36,4306.73,6813.11,5818.79
475.845,4374.95,7758.73,8402.84,9030.78,7789.62,8213.14,8766.08,8138.14,6814.63,7874.91,8014.61,7645.5,8066.08,8311.67,7988.14,9261.66,8198.43,6519.04,7521.97,7620.5,7114.62,7642.56,6751.39,7321.97,6313.16,6771.98,6805.8,7092.57,5888.17,5167.59,5217.59,4876.41,4497.01,4889.65,4861.71,4492.6,4758.77,4719.06,4276.42,6845.51,5819.05
474.144,4410.79,7571.86,8327.58,8958.32,7688.01,8084.98,8581.93,8133.5,6833.79,7752.7,7986.47,7574.8,8149.67,8345.22,7996.77,9199.44,8182.02,6472.1,7370.43,7442.48,7048.45,7524.81,6770.57,7443.95,6435.35,6673.53,6619.13,6949.94,5844.3,5059.18,5234.14,4916.56,4516.65,4797.47,4928.33,4501.95,4707.79,4601.93,4112.33,6794.09,5801.66
472.444,4256.99,7540.88,8277.33,8790.34,7651.13,7781.95,8555.15,7995.09,6823.54,7730.5,7859.86,7454.15,8050.95,8331.72,7939.24,9144.6,8142.09,6339.92,7205.73,7535.0,7127.82,7476.2,6770.62,7354.19,6342.86,6850.0,6735.34,6917.62,5812.21,5086.05,5118.39,4796.47,4423.1,4817.05,4806.76,4327.55,4772.95,4593.61,4183.5,6780.91,5797.51
470.74199999999996,4247.29,7496.68,8002.24,8700.32,7433.49,7903.77,8353.49,8055.15,6620.77,7784.73,7897.89,7492.27,7962.56,8174.19,7966.97,9038.34,8083.07,6275.4,7166.01,7454.06,7044.03,7442.3,6758.92,7323.26,6312.14,6891.19,6644.28,6822.11,5966.78,4980.64,5209.91,4852.78,4480.96,4773.42,4874.83,4414.83,4727.86,4542.69,4197.32,6675.15,5718.4
469.041,4153.83,7411.36,8223.9,8648.54,7428.99,7853.63,8339.98,7899.18,6675.22,7608.25,7859.51,7367.28,7984.4,8250.35,7793.39,8998.25,7837.47,6362.25,7284.99,7427.52,6880.93,7293.81,6598.81,7207.12,6218.25,6700.2,6625.26,6750.15,5837.69,4998.7,5138.29,4722.46,4290.48,4753.32,4772.42,4444.76,4613.73,4515.29,4077.42,6670.81,5677.53
467.339,4211.72,7245.27,8031.21,8670.23,7204.14,7680.11,8283.88,7716.83,6550.42,7423.03,7656.6,7348.1,7944.53,8092.9,7975.38,8922.91,7970.97,6327.13,7315.79,7345.17,6897.11,7484.72,6670.88,7114.53,6149.37,6457.87,6462.28,6734.05,5770.36,4941.83,5119.58,4769.95,4433.54,4687.69,4883.07,4340.99,4709.72,4484.96,4067.75,6753.15,5707.19
465.63699999999994,4159.43,7233.47,7813.62,8537.7,7400.91,7446.44,8158.77,7781.31,6471.2,7487.56,7781.31,7292.22,7816.55,8094.14,7810.68,8840.26,7866.49,6281.74,7064.57,7302.5,6886.85,7309.84,6546.11,7187.94,6196.55,6416.86,6408.05,6770.82,5760.34,4858.54,5005.41,4639.7,4356.24,4758.67,4902.6,4319.52,4630.89,4384.14,4157.96,6645.98,5641.37
463.935,4214.36,7240.76,7748.83,8440.46,7276.0,7616.68,8223.13,7728.28,6456.63,7497.73,7585.84,7233.42,7864.84,8129.15,7723.87,8801.69,7838.41,6251.05,7129.16,7306.84,6792.89,7234.89,6600.53,7201.11,6229.02,6684.23,6538.86,6740.03,5853.11,4838.43,5048.42,4779.7,4321.55,4785.57,4735.64,4292.18,4616.7,4458.11,4165.9,6615.22,5685.71
462.23199999999997,4054.91,7168.77,7728.12,8438.68,7187.86,7475.6,8099.55,7816.21,6477.29,7466.8,7694.35,7215.75,7802.99,7973.29,7601.86,8818.92,7858.78,6242.39,7093.9,7296.5,6763.57,7268.6,6593.27,7187.86,6105.86,6552.16,6459.67,6653.46,5721.22,4808.05,4963.67,4693.54,4336.79,4649.5,4766.95,4307.43,4579.03,4534.98,4151.81,6550.7,5531.83
460.528,3960.12,7005.8,7582.65,8312.14,7079.19,7409.45,8119.86,7551.82,6345.29,7293.49,7394.77,7189.28,7692.73,7889.42,7745.57,8564.61,7773.46,6169.16,6997.0,7193.68,6820.86,7278.81,6315.94,7132.03,6056.14,6500.88,6431.89,6681.42,5658.36,4801.17,4915.66,4604.48,4359.36,4652.92,4641.18,4237.54,4655.86,4294.78,4086.35,6571.34,5605.52
458.825,4016.52,6898.67,7626.54,8250.23,7102.65,7353.59,7884.82,7506.21,6250.04,7255.27,7498.87,7039.55,7559.04,7934.72,7598.66,8590.68,7710.19,6101.82,6944.16,7052.75,6603.7,7136.4,6439.34,6813.55,6166.39,6426.14,6487.77,6440.81,5623.42,4822.17,4889.68,4673.95,4236.64,4599.11,4703.3,4199.96,4619.66,4354.04,4015.05,6486.3,5444.39
457.121,4031.81,7013.12,7586.79,8132.58,7126.09,7287.48,7891.96,7539.84,6420.38,7233.2,7419.53,7054.2,7648.41,7874.36,7610.26,8556.59,7690.96,6222.31,7046.87,7121.69,6694.74,7252.27,6442.39,7011.65,5969.96,6379.3,6433.59,6602.31,5592.89,4805.02,4937.06,4631.89,4234.28,4630.42,4650.96,4168.26,4551.19,4332.58,3873.36,6433.59,5456.44
455.417,3884.27,6974.97,7500.11,8105.93,7058.58,7224.34,7827.22,7398.9,6386.75,7230.2,7328.49,7016.04,7511.84,7880.03,7505.98,8512.25,7677.6,6006.83,6820.95,7146.59,6625.85,7098.19,6420.49,6957.37,5971.63,6398.49,6435.16,6524.64,5546.24,4805.47,4933.09,4578.1,4258.33,4544.36,4726.26,4148.31,4598.64,4280.33,4055.9,6480.63,5449.42
453.712,3840.92,6800.44,7425.2,8099.81,6885.5,7214.01,7822.63,7401.73,6209.42,7149.48,7479.46,6916.3,7570.39,7832.9,7414.93,8516.32,7602.65,6051.03,6938.3,7124.55,6600.99,7071.76,6400.07,6845.91,5914.64,6325.28,6442.6,6536.46,5624.26,4807.39,4956.98,4555.14,4254.49,4596.2,4556.6,4263.29,4409.95,4292.62,3928.92,6449.93,5518.67
452.00699999999995,3926.62,6816.6,7381.11,7914.82,6756.48,7045.33,7721.28,7448.55,6318.07,7155.3,7290.2,6928.03,7464.68,7807.78,7375.24,8474.93,7540.93,5969.11,6752.08,6973.49,6642.12,6929.5,6237.43,6938.3,5958.84,6171.45,6319.54,6474.96,5540.96,4689.07,4866.49,4510.19,4175.88,4508.72,4634.82,4143.62,4425.14,4222.8,3925.15,6379.66,5448.59
450.30199999999996,3845.16,6743.33,7202.17,7980.58,6799.03,7055.57,7659.54,7363.42,6104.18,7070.23,7322.37,6960.29,7533.47,7968.85,7473.36,8350.0,7549.59,6095.38,6897.25,7061.43,6521.97,7109.81,6115.9,6772.64,6045.54,6324.07,6233.18,6450.14,5616.02,4759.91,4742.32,4474.05,4151.54,4544.42,4633.84,4229.24,4403.68,4306.93,3921.39,6426.68,5487.01
448.596,3834.09,6706.72,7380.91,7970.1,6752.16,7059.94,7739.99,7238.75,6117.54,7077.53,7137.62,6947.09,7383.84,7745.85,7348.67,8308.66,7476.18,5888.9,6922.17,6944.15,6546.97,6898.72,6236.26,6803.45,5812.69,6239.19,6278.76,6479.55,5402.31,4726.66,4772.09,4473.1,4168.25,4528.8,4499.48,4064.19,4377.84,4168.25,3878.06,6441.44,5474.13
446.89,3809.83,6709.7,7200.58,7714.91,6711.16,6928.03,7527.35,7253.33,5987.29,7021.81,7234.28,6793.22,7345.65,7657.76,7360.3,8183.81,7509.76,5875.93,6800.55,7061.37,6571.96,7137.57,6208.56,6782.96,5742.59,6163.13,6246.66,6454.73,5338.16,4626.01,4774.01,4519.04,4199.6,4519.04,4469.22,4126.34,4393.03,4154.18,3899.21,6274.5,5399.7
445.18300000000005,3697.68,6601.33,7201.98,7653.2,6627.7,6872.35,7519.89,7262.05,6031.44,6945.6,7021.79,6881.14,7360.2,7703.01,7326.51,8252.39,7451.03,5874.68,6734.64,6850.38,6377.18,6857.7,6252.66,6681.9,5819.01,6125.2,6245.33,6312.72,5372.19,4667.52,4827.2,4370.12,4175.27,4427.26,4444.84,4050.75,4370.12,4226.55,3807.56,6259.98,5455.69
443.476,3711.54,6485.68,6980.75,7628.14,6620.43,6807.91,7365.96,7080.35,5973.04,6834.28,7185.8,6933.88,7203.38,7680.87,7310.3,8268.22,7447.99,5770.91,6752.25,6832.81,6422.7,6904.58,6230.82,6638.01,5795.81,6123.9,6119.51,6191.28,5368.12,4644.56,4681.17,4448.29,4117.26,4492.23,4383.84,3967.86,4338.43,4172.92,3799.42,6305.52,5300.74
441.769,3778.12,6441.83,7081.77,7604.56,6482.84,6809.39,7351.22,7056.88,6077.2,6844.54,7058.34,6758.14,7273.61,7565.02,7317.54,8262.07,7345.36,5803.36,6620.49,6821.11,6343.72,6869.43,6170.92,6567.77,5785.79,6094.77,6157.74,6352.51,5355.26,4580.6,4659.68,4375.59,4053.42,4295.04,4387.3,4054.88,4259.9,4123.71,3744.44,6129.92,5331.83
440.06199999999995,3758.28,6481.46,7162.25,7629.29,6544.41,6797.7,7428.71,7160.79,6055.41,6919.22,7059.77,6687.89,7239.85,7522.41,7298.41,8171.0,7522.41,5894.36,6796.23,6818.2,6494.63,6942.64,6083.23,6680.57,5802.13,6143.26,6078.84,6279.42,5428.79,4610.37,4761.17,4317.56,4106.73,4399.54,4449.32,3854.91,4273.63,4237.03,3813.91,6127.15,5294.09
438.35400000000004,3687.22,6532.77,7094.86,7700.86,6578.15,6778.69,7342.23,7036.31,5982.4,6894.32,7093.39,6745.02,7239.77,7522.28,7276.37,8219.03,7315.89,5819.92,6633.77,6816.74,6466.9,6869.44,6100.96,6504.96,5723.31,6235.63,6048.27,6219.53,5316.39,4544.98,4654.77,4382.51,3984.36,4277.12,4375.19,3988.75,4241.98,4130.74,3794.07,6096.57,5287.11
436.645,3727.41,6405.53,6973.34,7560.19,6499.19,6644.07,7365.55,7008.47,5878.68,7058.22,7037.74,6685.04,7301.16,7510.43,7312.86,8139.71,7225.06,5839.17,6613.34,6715.78,6392.35,6812.36,5956.25,6538.7,5711.85,6180.15,6147.96,6254.79,5303.55,4548.41,4636.21,4343.52,4024.49,4359.62,4371.33,3960.1,4238.15,4083.03,3821.07,6096.74,5272.81
434.93699999999995,3812.94,6475.85,7126.95,7681.48,6505.12,6822.62,7330.33,7125.49,6013.5,6895.77,6942.59,6758.24,7293.75,7513.22,7383.0,8060.43,7457.62,5829.15,6616.31,6843.1,6437.81,6870.9,6099.83,6745.07,5611.14,6132.02,6124.7,6319.3,5261.45,4616.2,4686.43,4497.69,4010.46,4424.53,4389.42,3938.77,4221.16,4131.9,3786.6,6162.74,5280.47
433.228,3839.92,6540.3,7090.32,7644.73,6597.35,6834.33,7358.02,7075.69,5876.17,6815.31,7150.3,6598.81,7267.32,7417.99,7230.75,8010.44,7311.21,5870.32,6736.32,6761.19,6398.4,6856.27,6044.4,6493.49,5807.42,6067.81,6184.83,6151.19,5209.13,4487.95,4710.3,4318.26,4071.05,4359.22,4392.87,3891.12,4198.31,4135.41,3741.91,6108.76,5334.93
431.51800000000003,3849.34,6666.14,7047.86,7831.76,6495.03,6824.09,7379.85,7040.54,5977.3,7063.94,7075.64,6753.89,7299.41,7556.81,7264.31,8187.16,7403.25,5814.96,6669.07,6850.42,6430.68,6854.8,6088.45,6468.7,5776.93,6092.83,6075.28,6249.32,5319.16,4498.69,4675.66,4391.93,4087.73,4397.78,4384.62,3978.04,4340.74,4174.02,3723.56,6163.04,5257.74
429.809,3743.24,6601.84,7169.18,7857.87,6648.63,6819.71,7438.22,7112.15,6034.51,6949.84,7110.69,6692.5,7296.39,7539.11,7353.41,8194.18,7457.23,5848.81,6657.4,6805.09,6429.3,6802.16,6078.37,6560.9,5790.32,5992.1,6063.75,6319.64,5285.86,4505.04,4692.21,4339.81,3920.16,4284.25,4379.29,3901.15,4259.39,4143.88,3814.88,6209.97,5246.38
428.098,3897.4,6679.37,7230.5,7870.81,6732.0,6960.05,7471.71,7110.63,6087.31,6973.21,7134.02,6712.99,7439.55,7759.71,7452.71,8309.38,7495.1,5894.34,6764.16,6872.34,6470.32,7017.07,6123.85,6752.47,5746.69,6142.86,6167.71,6357.76,5414.84,4718.98,4659.04,4411.98,4122.53,4362.28,4420.75,3992.42,4303.8,4142.99,3878.39,6154.55,5324.2
