988.543	2453.01
986.95	2445.16
985.357	2502.51
983.763	2493.94
982.169	2519.88
980.574	2462.73
978.979	2388.37
977.383	2519.3
975.787	2491.96
974.19	2593.05
972.593	2623.63
970.996	2696.45
969.398	2625.3
967.8	2663.68
966.201	2700.48
964.602	2743.51
963.002	2794.34
961.402	2709.21
959.801	2792.83
958.2	2862.35
956.599	2861.59
954.997	2938.86
953.395	2917.8
951.792	3021.54
950.189	3026.98
948.586	3063.61
946.982	3139.19
945.377	3147.72
943.773	3131.33
942.168	3203.72
940.562	3272.97
938.956	3247.23
937.35	3328.88
935.743	3337.38
934.136	3409.64
932.528	3371.46
930.92	3431.25
929.312	3500.34
927.703	3499.47
926.094	3604.25
924.484	3541.23
922.874	3572.97
921.263	3721.13
919.653	3735.74
918.042	3741.04
916.43	3848.72
914.818	3852.45
913.206	3924.4
911.593	4008.72
909.98	4057.35
908.366	4011.46
906.752	4139.08
905.138	4091.64
903.523	4147.97
901.908	4284.76
900.293	4130.55
898.677	4304.43
897.061	4332.82
895.445	4488.02
893.828	4459.15
892.21	4465.86
890.593	4534.38
888.975	4507.08
887.356	4533.86
885.738	4648.66
884.119	4683.13
882.499	4643.48
880.879	4704.17
879.259	4744.78
877.638	4867.14
876.018	4969.39
874.396	4920.49
872.775	4959.48
871.153	5134.1
869.53	5109.86
867.908	5221.2
866.284	5301.7
864.661	5240.49
863.037	5357.9
861.413	5430.63
859.789	5481.78
858.164	5623.69
856.539	5534.8
854.913	5636.66
853.287	5661.59
851.661	5625.03
850.035	5711.44
848.408	5771.7
846.78	5808.89
845.153	5776.94
843.525	5691.26
841.897	5699.28
840.268	5492.39
838.639	5551.1
837.01	5572.96
835.38	5545.72
833.75	5501.63
832.12	5506.62
830.489	5523.88
828.858	5464.5
827.227	5440.39
825.595	5480.64
823.963	5235.95
822.331	5314.52
820.698	5322.63
819.065	5191.42
817.432	5092.4
815.798	5118.92
814.164	4984.77
812.53	4970
810.895	4861.94
809.26	4793.69
807.625	4736.16
805.99	4576.25
804.354	4608.96
802.717	4543.87
801.081	4379.51
799.444	4387.81
797.807	4309.06
796.169	4244.09
794.531	4128.77
792.893	4280.56
791.254	4061.54
789.615	4137.01
787.976	4159.07
786.337	4083.54
784.697	4091.89
783.057	4083.46
781.416	4036.95
779.775	4065.11
778.134	4073.46
776.493	4122.92
774.851	4071.87
773.209	4061.95
771.567	4036.8
769.924	4090.81
768.281	4097.63
766.638	4178.98
764.994	4225.33
763.35	4110.46
761.706	4243.47
760.061	4274.57
758.416	4298.07
756.771	4323.07
755.125	4232.61
753.48	4373.06
751.833	4483.08
750.187	4464.01
748.54	4589.15
746.893	4577.65
745.245	4479.66
743.598	4653.28
741.95	4640.26
740.301	4612.08
738.653	4797.71
737.003	4752.83
